"","V1","V2","V3","V4","V5","V6"
"1",0,0,0,0,0,0
"2",7.20851807893632e-07,3.4363591226134e-06,2.38026664479226e-06,4.75488752070409e-06,2.67051204789054e-05,3.76404656252339e-05
"3",9.40691558051231e-07,4.3928315796819e-06,2.97446803101459e-06,5.8989424740404e-06,3.17001975385865e-05,4.43098194415149e-05
"4",1.23027676948969e-06,5.61566771601912e-06,3.71702348683011e-06,7.31837267699354e-06,3.7629548255793e-05,5.22267004881234e-05
"5",1.58898074943888e-06,7.17908444977104e-06,4.64497727718184e-06,9.07948675972652e-06,4.466790399658e-05,6.19452399642085e-05
"6",2.04191910795582e-06,9.17798813906588e-06,5.81432269829613e-06,1.10541694220148e-05,5.30226692048805e-05,7.34729590290005e-05
"7",2.62403540388982e-06,1.17617197056924e-05,7.33842889876582e-06,1.35619325634698e-05,6.29400285542831e-05,8.72583814576107e-05
"8",3.3847449443484e-06,1.51454988841358e-05,9.19456402688133e-06,1.6791516096015e-05,7.47121946469836e-05,0.000103307217115105
"9",4.36578719000054e-06,1.93811237498895e-05,1.15152901815031e-05,2.0774848930764e-05,8.86860088613966e-05,0.000122597105310963
"10",5.55527370046973e-06,2.48237337260187e-05,1.44217639851336e-05,2.53981632835566e-05,0.000105273147414649,0.000145426959943134
"11",7.27617580494175e-06,3.19208973310573e-05,1.80618224812847e-05,3.14126954202786e-05,0.000124962231429082,0.000172448032731367
"12",9.44995080478295e-06,4.06584204340299e-05,2.26206126378766e-05,3.88951048186146e-05,0.000148333195080078,0.000203759245770283
"13",1.21625520510699e-05,5.21240387914434e-05,2.83300057774125e-05,4.81983654245756e-05,0.000176354227138513,0.000241975898641346
"14",1.59386259467824e-05,6.6612303934514e-05,3.55783200035539e-05,5.99055096374274e-05,0.000209750164123015,0.00028737408053757
"15",2.08910391911519e-05,8.74968677256299e-05,4.45187674708805e-05,7.44777352907196e-05,0.000248810713165727,0.000341305418823991
"16",2.65737533626152e-05,0.000112984046603173,5.6091596920718e-05,9.20004200986009e-05,0.000295143343077238,0.000403342279665658
"17",3.48843344241242e-05,0.000145897952546121,7.02693646244422e-05,0.0001135536630993,0.000350101095253635,0.000475176577018939
"18",4.51164110798155e-05,0.000187118553498442,8.83219074357004e-05,0.000140167029044843,0.000415776461679169,0.000563047407821008
"19",5.83496284976967e-05,0.000237764576932939,0.000111570982962022,0.000173554817511103,0.00049455024625815,0.000661704014793598
"20",7.65477078753578e-05,0.000302051657213924,0.000140721138931408,0.000213690500758526,0.000586034473471765,0.000777636109011197
"21",0.000102515844579337,0.000395322420598331,0.000178257222048663,0.000261781332019895,0.00069394292747444,0.000916747688203913
"22",0.000133710370681636,0.000504770431972382,0.000227191117846649,0.000323311077686807,0.000824353647880312,0.00108782434042376
"23",0.00017498077573847,0.000643979201185513,0.000284010244253585,0.000400612940931564,0.000980120895006364,0.0012908657983606
"24",0.000233018681385896,0.00081683433677258,0.000353252409578824,0.000492537051041313,0.00116583687124347,0.0015239508058874
"25",0.000296506799260556,0.00103946969775623,0.000438687745561581,0.000603024064815479,0.00138771798213251,0.00179036937455998
"26",0.000374752990649245,0.00131929292732893,0.00055475411505714,0.000738340303822645,0.00165933224794501,0.00210327304037334
"27",0.000486147361536698,0.00168796813871272,0.000702106760397747,0.000900323221647451,0.00197571539422703,0.00247529080233662
"28",0.000649043050961304,0.00217876094053271,0.000896667817287027,0.00109660099308607,0.00235175898227079,0.00292138193705485
"29",0.000847195063746097,0.00287057828024775,0.00114219699125072,0.00133948706013766,0.00279634111130744,0.00343756836831258
"30",0.00110786285781696,0.00374019024523563,0.00144683415208328,0.00166629802342168,0.0033121550567619,0.00403466268607513
"31",0.00145086651194647,0.00483410418674245,0.00180439496000886,0.00207271173391448,0.00394832883121963,0.00474747602294603
"32",0.00187631646835053,0.00625605859323186,0.00225139988211471,0.00253322120764543,0.00469789103547317,0.00560917891192994
"33",0.00244608234945991,0.00805148654622092,0.00278540953415762,0.00313540624413664,0.00556048656401188,0.0066222995857753
"34",0.00319749625609147,0.0103428355478835,0.00349306103435667,0.00387130219173042,0.00660384975388033,0.0077850350606213
"35",0.00417796187555845,0.0134885426613621,0.00434651851728685,0.00475550027886469,0.00783284833140837,0.00913304929699896
"36",0.00549818897419005,0.017710886814944,0.00541018367216647,0.0057704231900708,0.00921036143754208,0.0107746964897614
"37",0.00717467993293107,0.0223271256899332,0.00680336416386136,0.00712737459471047,0.010943221307644,0.0127094219641126
"38",0.00970444926524223,0.0283197330262027,0.00832026612587114,0.00874564411814416,0.0130769576637841,0.0149522611985269
"39",0.0128436940532004,0.0358441489853294,0.010517755347267,0.0108352919661314,0.0154713486088832,0.0175003494422106
"40",0.0164576345134499,0.0451152421159415,0.0127313643173116,0.0132845892172119,0.0184401547001529,0.0206316287215341
"41",0.0209724417209453,0.0582838534087538,0.015652576891064,0.0163954623004466,0.0219089712952633,0.0245291312467244
"42",0.0262797042209364,0.0747232624996193,0.0196180801719015,0.0202151867358036,0.0256910102050166,0.0290527681160175
"43",0.0347548100257931,0.0946414072325659,0.0245464708214669,0.0245445919700917,0.0304280559100274,0.0342011330410983
"44",0.044587033329815,0.118358358443489,0.0308753439432204,0.0305459394336972,0.0361543456420221,0.0403180952502758
"45",0.0574854091591134,0.149590759379614,0.038551296681449,0.0372762866938342,0.0431944093627084,0.0474274694563315
"46",0.0762093279502332,0.182770394613895,0.047596020803558,0.0449981201420808,0.0505280049218312,0.0556030343855432
"47",0.0983511298090841,0.221209174716295,0.0590894025694614,0.0548752280506327,0.0601650636200889,0.0649989451505077
"48",0.12477511236196,0.262490674129517,0.0733624613925721,0.0661863639481011,0.0705117359072494,0.076049699498942
"49",0.154054631432397,0.312588176206228,0.0902401443945914,0.0808563321031687,0.0824429945595489,0.0887521438670007
"50",0.191812676939944,0.365321684484473,0.109968884471113,0.0980746980285019,0.0969449666833646,0.103076201305278
"51",0.237375770697938,0.417682277911664,0.132698039484505,0.117462055114622,0.112575283022626,0.117751850807691
"52",0.287867810735992,0.478067948604346,0.164349946556189,0.140554487850055,0.131752645815444,0.135781135714947
"53",0.341762439098284,0.53700104976446,0.198857782669008,0.16909694571069,0.152964647886181,0.15542006371513
"54",0.405353017219206,0.595910181315378,0.238462321718132,0.199407415890599,0.174429600785888,0.177613973891939
"55",0.463942970616472,0.654937586662332,0.285780488270387,0.234459342150793,0.200646051749651,0.202080189683589
"56",0.527171982509138,0.707222836380985,0.331274632762196,0.272594490856042,0.230154929317696,0.229809199004135
"57",0.58729305374222,0.754718941765542,0.386255389937138,0.32064708864919,0.261264924633422,0.260094508370635
"58",0.651247433475341,0.799640262901244,0.4411885864964,0.364097531204034,0.296286607581848,0.293746738795896
"59",0.709639710422496,0.835307945272507,0.498507125281661,0.412558098250855,0.332629284351218,0.329512758483934
"60",0.764839128997253,0.864007871989131,0.555200443951753,0.463609722662819,0.372912014680888,0.365835934632751
"61",0.805021995810616,0.889370027616817,0.609410231561365,0.517007453710892,0.414136051405905,0.40502509450827
"62",0.841685888027798,0.912206471687659,0.659696045803975,0.573153741085797,0.45833844694522,0.445972923494792
"63",0.873792049001201,0.929669450490441,0.708506791141194,0.625132442297028,0.498933189144303,0.487291991818702
"64",0.898544923674043,0.944377147983712,0.755455288584287,0.6699885531976,0.541927442499196,0.530938368367019
"65",0.920358836673707,0.95677044777974,0.793565397620572,0.712700308459971,0.58365998078082,0.57007075093799
"66",0.936288813021454,0.965316519566349,0.827425129712458,0.752216356773008,0.623333302808941,0.611501725922519
"67",0.950290675231452,0.972769048297279,0.855088083851097,0.788972055132903,0.663717346734982,0.649557839121068
"68",0.96175504824793,0.979017217162682,0.882468633934312,0.821942331502499,0.700210160361465,0.688495190362359
"69",0.970022067799298,0.983565253728398,0.9054502614224,0.850695733098098,0.736839282743205,0.722130782363621
"70",0.976660292291349,0.9872831299352,0.922354116533912,0.87442768302736,0.769008047374955,0.754090143881898
"71",0.982255232739132,0.990098386962167,0.937283306468074,0.895113675686054,0.799062835205503,0.783209796078123
"72",0.986169399235114,0.992231088472538,0.950933180867156,0.913498893699184,0.825395905727858,0.811349009050031
"73",0.98912775641457,0.993829052243075,0.960709146029508,0.929123880716937,0.848449448562332,0.835317997953639
"74",0.99155138937033,0.99516007032863,0.968502775329594,0.941460458355005,0.869733136404579,0.857252477938126
"75",0.993572096104133,0.996234980628635,0.974916529289243,0.952190300471849,0.888605412787506,0.876281762243961
"76",0.995091194103754,0.997031151467427,0.980200290351487,0.960834804538866,0.904762244523394,0.892550143890948
"77",0.996118915245223,0.997659163467007,0.984139412679259,0.968107133826309,0.91979509350437,0.906912239660512
"78",0.997057644926609,0.998149446933016,0.987313815041471,0.97400946500277,0.931743775261544,0.920468264916644
"79",0.997711593917332,0.998545134155592,0.989762386907873,0.979043536445794,0.942579906657002,0.932118832904734
"80",0.998195788208002,0.998875073797735,0.991765246246098,0.982752953721561,0.951304159564515,0.941520124523032
"81",0.998605898709046,0.999134246520772,0.993447570310096,0.985934085294986,0.958770638123189,0.950223803741127
"82",0.998923265329592,0.999331742899865,0.994791145985054,0.988565808243814,0.965091245391113,0.957652266093431
"83",0.999179632787044,0.999484954420544,0.995804597022543,0.990747153509386,0.97033610563971,0.963901731022248
"84",0.999374391446969,0.999603247233326,0.996596508868504,0.992450253260506,0.974785319839336,0.969476746079953
"85",0.99951421302632,0.999692383173293,0.997242463124767,0.993892563677217,0.978434474137857,0.9737752935326
"86",0.99962513078982,0.999761382748502,0.997808692913671,0.995088655771184,0.981764908973976,0.977494678665474
"87",0.999710964314166,0.999813911543099,0.998247418149133,0.996038906835445,0.984597565787086,0.980788858944555
"88",0.999782077441723,0.99985339604956,0.998610480423534,0.996769270472733,0.986968181591402,0.983689051418809
"89",0.999833268152908,0.999885273244314,0.998903201325389,0.997413079020389,0.988943627246678,0.986171609485773
"90",0.999870635935406,0.999911686913631,0.999138191029916,0.997909151844542,0.990643022097365,0.988272784927317
"91",0.99989989949478,0.999932852275044,0.999317581139576,0.998307190931373,0.992142940234113,0.990061682724853
"92",0.999924969941305,0.999947643975855,0.999460224960524,0.998627371643813,0.993427359521014,0.991514855317943
"93",0.999943574422316,0.999958840046677,0.999569523942228,0.998894614246602,0.994499885836718,0.992770633797479
"94",0.999956714297663,0.999968009670153,0.999655881628738,0.999112222941263,0.995374689700272,0.9938335040285
"95",0.999966409976941,0.99997546474822,0.999723826326899,0.999276191687014,0.996150374400303,0.994739644972846
"96",0.999974206309626,0.999980667362369,0.999777905128663,0.999409829542716,0.996768183107498,0.995566527379748
"97",0.99997998122153,0.999984859767988,0.999822421497416,0.999519025177973,0.997297498397634,0.996243138857966
"98",0.99998446321684,0.99998832780439,0.999857386828028,0.999612970043669,0.997749728937721,0.996817974261658
"99",0.999987941752306,0.999990814571837,0.999885482120527,0.999688730205188,0.998116658860207,0.997317979058334
"100",0.999990653255461,0.999992904879821,0.999908288050682,0.999749661961193,0.998425804551954,0.997739537632509
"101",0.999992936710931,0.999994444197513,0.999926552499328,0.999798666777105,0.998684070565881,0.998081813483383
"102",0.999994610634595,0.999995620562589,0.999941179734159,0.999838078768676,0.998895619628338,0.998364369710333
"103",0.999995853530438,0.999996518226438,0.999952894011424,0.999869958327355,0.999071200869663,0.998610789743209
"104",0.999996809619969,0.999997246407978,0.99996247850376,0.999895330851545,0.999220463242506,0.998830447522999
"105",0.99999754762791,0.999997840633168,0.999970091171468,0.999914804288612,0.999345746253745,0.999013583682358
"106",0.999998115357958,0.999998306448445,0.999976061969038,0.99993038264182,0.999450898868221,0.999163352196609
"107",0.9999985324554,0.999998671640593,0.999980853646284,0.999943808846933,0.99953915341924,0.999288744523806
"108",0.999998865116464,0.999998968603184,0.999984766909352,0.999954536350866,0.99961322402251,0.999393300239454
"109",0.999999127152712,0.999999198771733,0.999987925542697,0.999962970587691,0.999675389398953,0.999483357643722
"110",0.999999324891033,0.999999368855816,0.999990366752948,0.999969839950348,0.999727562541256,0.999561920185021
"111",0.999999481088204,0.999999502118386,0.999992246948345,0.999975434810699,0.999770279560104,0.999631263440083
"112",0.999999595998148,0.999999610343146,0.99999380658566,0.999979991657605,0.999806448180299,0.99968962497807
"113",0.999999684883059,0.999999697160887,0.999995086562009,0.999983703095455,0.999837093725517,0.999737777267488
"114",0.999999756930675,0.999999766660198,0.99999611027874,0.999986725987695,0.999862883178154,0.999777070833397
"115",0.999999816751946,0.999999817754492,0.999996914467791,0.999989188089354,0.999884586562214,0.999810645541282
"116",0.999999860572499,0.999999857562353,0.999997544758257,0.999991193448846,0.999902851743011,0.999839809473149
"117",0.999999892041319,0.999999888670889,0.999998046029684,0.999992826807352,0.999918223808046,0.999864956257661
"118",0.999999916397478,0.999999912982082,0.999998433605277,0.999994171441313,0.999931120870634,0.999886151480962
"119",0.999999935137976,0.99999993198188,0.999998737848508,0.999995297576098,0.99994162539875,0.999903631245647
"120",0.999999949901287,0.999999946831238,0.999998982997641,0.999996203817058,0.999950608122983,0.999918279406693
"121",0.999999960987323,0.999999958600432,0.99999918294787,0.999996932032537,0.99995825316008,0.999930879669696
"122",0.99999997007245,0.999999967777266,0.99999934459174,0.999997520396041,0.999964714422427,0.999941551128743
"123",0.999999976656092,0.999999974919829,0.999999474242167,0.999997995796256,0.999970175272588,0.999950484319167
"124",0.999999981791346,0.999999980479086,0.999999578234265,0.999998379946307,0.999974810996353,0.999958052182989
"125",0.999999985796871,0.99999998483467,0.999999661648163,0.999998690381058,0.999978799854838,0.99996446359489
"126",0.999999988921216,0.999999988204969,0.999999728557726,0.999998935135743,0.999982157055247,0.999969996275024
"127",0.999999991358243,0.999999990825192,0.999999782450707,0.999999133701195,0.999985004548238,0.999974603211816
"128",0.999999993259162,0.999999992862509,0.999999826167201,0.999999295238174,0.999987377533628,0.999978496195163
"129",0.999999994741915,0.99999999444678,0.999999861098656,0.999999426652105,0.999989362266041,0.999981762260627
"130",0.999999995913552,0.999999995685059,0.999999889010512,0.999999533560555,0.999991046834865,0.999984532193028
"131",0.999999996860002,0.999999996656409,0.999999911313416,0.999999620533435,0.999992464638808,0.999986881367731
"132",0.999999997590757,0.999999997408564,0.999999929134527,0.99999969128839,0.999993638255823,0.99998887175686
"133",0.999999998145052,0.999999997981988,0.99999994337449,0.999999748849753,0.999994636494947,0.999990594063589
"134",0.999999998561478,0.999999998417874,0.999999954752953,0.999999796246476,0.999995489860052,0.999992056560043
"135",1,1,1,1,1,1
